Date,EFFR,OIS_1m1m,OIS_2m1m,OIS_3m3m,OIS_1y1y,OIS_2y1y,OIS_3y1y
2009-01-01,1.5,1.6,1.7,1.8,2.2,2.5,2.8
2009-01-02,1.5060664868446734,1.603773012298209,1.7061848192101154,1.8153492235769795,2.225289994610522,2.5118694434648887,2.8047021301665653
2009-01-05,1.4925540217796829,1.5886815019668463,1.6872583349120112,1.7954082567140057,2.2047949258753294,2.4832446160400323,2.7753783398760494
2009-01-06,1.510244482870303,1.6055371498596078,1.7076314188404875,1.8322598895066378,2.2379286591101075,2.5291887964699877,2.8102345809613483
2009-01-07,1.4950596427447398,1.5905569769991477,1.6899634368388436,1.8220008650883386,2.2429695956819535,2.5126997911772415,2.789290158208881
2009-01-08,1.4922577313425074,1.5882019409759436,1.695387212648008,1.828866033267625,2.267788955140082,2.5568388590506967,2.849179231481243
2009-01-09,1.5022779544750497,1.5984535927215981,1.712519715986367,1.8400947729694268,2.2781252773917773,2.5853583209089317,2.8931844242379054
2009-01-12,1.4807515452360962,1.572693117218879,1.6906271317105657,1.8211069959037016,2.245723918571883,2.538116276986086,2.865162595568558
2009-01-13,1.4702194177696444,1.557892669769748,1.6722366170190621,1.7932430087247833,2.220178572084509,2.5014283202248433,2.8388045124019743
2009-01-14,1.4584835733499086,1.5446875944980176,1.6580532449049183,1.761632909853276,2.169714374368399,2.462854661249312,2.7977266324889674
2009-01-15,1.4463681456251045,1.5334595903306176,1.6431521259546424,1.74835322594907,2.1550607457264626,2.445572864950306,2.8016256666345303
2009-01-16,1.4421417891275916,1.527993651535856,1.6436700292971662,1.7490366258850643,2.1467902916132484,2.4323954312498093,2.7911995133636376
2009-01-19,1.460016862514432,1.5516273599473718,1.669443986262014,1.7771102590208891,2.168112765127707,2.4584039124565646,2.830183638531383
2009-01-20,1.4774683505890576,1.5662669867518786,1.6837094637759444,1.7929137109956623,2.197482802103055,2.49950025607151,2.85648011405455
2009-01-21,1.4789235709729585,1.5765696648407201,1.7028089183516513,1.8008156158565998,2.20546718270558,2.5081762760261856,2.88516565357192
2009-01-22,1.4693398007384404,1.5688223421054233,1.6996460694927782,1.8050362113554963,2.2153360486375626,2.531024466444316,2.9219220086576194
2009-01-23,1.4858877251899467,1.5885795128254798,1.7104505402946901,1.8179137295190368,2.2106069772714525,2.541284449206243,2.9413879647677383
2009-01-26,1.4905081058491763,1.5951821146710603,1.7167333048199236,1.8176053277429758,2.210571802904513,2.515382893326775,2.9076826761219574
2009-01-27,1.4649396889291662,1.5637139489254912,1.6828456287017897,1.7864220696502815,2.1773543914292697,2.484172613073702,2.89790551411519
2009-01-28,1.4680560959477778,1.568398835992472,1.6879344880000962,1.7927276706160118,2.1936252688400644,2.495883094363585,2.923686669982402
2009-01-29,1.480610485338641,1.585175616325718,1.7059765936619182,1.8185569028601651,2.2248391865421784,2.5328872554231183,2.9557208572302094
2009-01-30,1.5036183339834581,1.617955832811898,1.7490895671621625,1.8652186125792745,2.2801676981014394,2.5933338901433354,3.0116620758865382
2009-02-02,1.4763159728550876,1.5833634459112438,1.7177490869409247,1.834180296132928,2.2316612807907292,2.5382963117138577,2.9669646917441823
2009-02-03,1.4736430458448717,1.5759209276049027,1.7074172637388678,1.818867316823227,2.198544798712601,2.506507723632525,2.9493984202711823
2009-02-04,1.4590615205918636,1.5591798608242338,1.6911622607883594,1.7999188627710312,2.183319956588277,2.4761758896248955,2.903790858726673
2009-02-05,1.4553570906745774,1.5520552849539726,1.6846230694280513,1.7914634458508285,2.1651380195397736,2.44363104022919,2.8841684208877023
2009-02-06,1.4654334352178486,1.5675925909960482,1.7066352140281258,1.8091603914424166,2.2057008344656466,2.4740128213420274,2.93152463799577
2009-02-09,1.4620469997166132,1.5661234969823732,1.7084229447084651,1.8224576251584075,2.212854058933473,2.4691796168097646,2.9195212552074734
2009-02-10,1.4410229541120083,1.5386257992115133,1.6809631022308715,1.7941690844458786,2.1697545947823142,2.4360614288077986,2.8806170557923307
2009-02-11,1.423915190545266,1.523545228046778,1.6670445310698452,1.767400862351927,2.134699960796168,2.4023559109740393,2.8449515127418232
2009-02-12,1.4334864671960628,1.525889919324619,1.6736729021711205,1.7882346647522824,2.1347405472403613,2.3851443439947273,2.83818776504769
2009-02-13,1.450790939683204,1.546535663766581,1.6953485965616297,1.8189567883612423,2.155151458022367,2.423379057918111,2.879021233080598
2009-02-16,1.4469454355135745,1.5515246693068612,1.7045016687857333,1.8302381119570825,2.168209468346727,2.4295326694131907,2.890165908943773
2009-02-17,1.4515515796935854,1.5620083417507031,1.7125511160075202,1.8341223200678842,2.1679430712656154,2.41466907663088,2.865827397217907
2009-02-18,1.467092587756438,1.5825722484638183,1.735937985426748,1.8598588029544045,2.19993337669724,2.447198685523164,2.885241510522981
2009-02-19,1.4857515009676574,1.6039992548626614,1.761993728946853,1.894866378614488,2.274432290221232,2.5387119459114094,2.988392044174857
2009-02-20,1.4846981540759299,1.6051673070779433,1.7665975880739848,1.901852272803711,2.3114387107068097,2.5683763598828495,2.99779957816117
2009-02-23,1.4931397873428869,1.6143499931721281,1.7824108260959468,1.9217141740794057,2.3427955424382043,2.604053825921125,3.0461746165841195
2009-02-24,1.5288943518072355,1.6579546847637139,1.826378165553033,1.9832913616451502,2.396348572840059,2.6384587898962173,3.06627120212863
2009-02-25,1.530120872400314,1.656858053465341,1.8262640861652295,1.9856817762893002,2.408399735003954,2.6491568663582545,3.0390053654526095
2009-02-26,1.505264929243566,1.634177472462537,1.8005990536481316,1.9651807073012297,2.393683804899722,2.6357116656269994,3.039438230371916
2009-02-27,1.4929421622545826,1.612591791295368,1.7737437938272491,1.9189876475229586,2.320459785839311,2.538809005913514,2.9293388281547115
2009-03-02,1.5118765411655886,1.638872118312548,1.805886322983758,1.9554918467969284,2.3576919457427916,2.5938903843800283,2.9699929904633993
2009-03-03,1.5170385467828562,1.6447454053361565,1.815216746882406,1.966295203488101,2.3587399228701043,2.5893900152775187,2.9611984921293253
2009-03-04,1.5215345808175753,1.6514863933775292,1.8323224575019708,1.9895471704705607,2.3904035816569014,2.6215662045342674,2.995792497281828
2009-03-05,1.5220840272554725,1.6495255715436095,1.8271151913522006,1.9657659206762614,2.3509444880756307,2.568463553462989,2.9303332902995916
2009-03-06,1.5282071856959412,1.6583859791975801,1.8367586918179577,1.9892670923105484,2.351298118643827,2.5707313021677596,2.919597676772217
2009-03-09,1.5292855877804996,1.6651709675771855,1.8476184415074814,2.0090630374794682,2.3822945720249256,2.5978105715553577,2.948224280113948
2009-03-10,1.5447027703590306,1.6849354201576126,1.8695033490799833,2.0340394475826504,2.4091393170463533,2.6346349063805907,2.9950281592477985
2009-03-11,1.5143753480286182,1.6470893325320406,1.8343262178577913,1.999982193383406,2.3724270859477086,2.593935451657744,2.968675845449749
2009-03-12,1.5291694805250946,1.665771789556945,1.8482531267334554,2.012247764124787,2.3877508006036257,2.612369725357217,2.9944756086362676
2009-03-13,1.5266896591992762,1.6617832350452613,1.842985868097159,2.0087799418252907,2.38382480070211,2.6146406821854566,2.9884302806674476
2009-03-16,1.5330156590315622,1.6668485765159757,1.8526944197843715,2.0249590339722707,2.3903887779754625,2.6275641528759595,2.986545457501778
2009-03-17,1.5087052599213515,1.6458928468007192,1.8275289818506744,1.9904175462407854,2.3632851973214954,2.593618874247636,2.9587686343773876
2009-03-18,1.5210913857270163,1.6551829647196572,1.8368949652056845,2.001069049776929,2.3574237036086814,2.5720187270263772,2.9367876034381206
2009-03-19,1.5193553172576155,1.6538670106627273,1.838046078059518,2.0022944477947116,2.371609792543629,2.6065790298194997,2.9897034423393056
2009-03-20,1.5014345945005232,1.6364673026243874,1.8267989916317149,1.9916589528977506,2.3811434959902473,2.6285096037323266,2.998569536672772
2009-03-23,1.4963050000234972,1.6319204289769604,1.8272818117579699,1.9939924132204503,2.404109941184939,2.654802245734104,3.026177909047865
2009-03-24,1.4926199980651331,1.631009305926699,1.8292961215307793,2.0055477823284815,2.4475760968538514,2.7088858763199277,3.0627581680255838
2009-03-25,1.5006039322924203,1.6420838995476907,1.8395621401333895,2.011168701048568,2.441642492647281,2.684231493907311,3.0444576086514887
2009-03-26,1.5084648577109252,1.6496838812581829,1.8470952976144985,2.0205166449780645,2.4543909533917176,2.705479582067741,3.0611749061142643
2009-03-27,1.5122950810825309,1.6523995740703186,1.8533024175371058,2.0166938228419187,2.43241148695849,2.681557158853461,3.0345762036216866
2009-03-30,1.5069598568363916,1.6414773365276665,1.8379348845327559,1.9889819563151536,2.4252486884239803,2.691040399255051,3.0520990451644923
2009-03-31,1.5001101484006012,1.6303847819653394,1.8229855126258407,1.9695733391445835,2.3908926423018806,2.6595548777889157,3.0128903539087517
2009-04-01,1.5165905520607295,1.646184236973481,1.8326602148509263,1.964937712164742,2.3815910451881,2.6704533442116536,3.0274629457576125
2009-04-02,1.511171037406343,1.640325508965044,1.8283535717404227,1.955791290839404,2.375251960374028,2.6613611698247026,3.0242781853021183
2009-04-03,1.482934950067743,1.6050025411211946,1.7872720761466683,1.8935064855281734,2.2859167874204314,2.537548993607642,2.9026189687650565
2009-04-06,1.498786158385906,1.6251779010326604,1.8056692639637457,1.917864365769711,2.294838787221959,2.5394762125275743,2.9046832220195116
2009-04-07,1.5009167121438276,1.632503703274664,1.808031025548851,1.9145422844612037,2.298052351055066,2.5330747061102867,2.8988489292832504
2009-04-08,1.5198514352493848,1.65090847227564,1.831023386940939,1.9423127552340573,2.3207554074385963,2.559478379671787,2.921935511489525
2009-04-09,1.4944708929969923,1.6258859232875456,1.8130616119957903,1.914677665736382,2.2739756149225685,2.526232420299548,2.894435839019087
2009-04-10,1.502083339588741,1.6368753982575521,1.83203951620447,1.9324820794949635,2.287168234967374,2.56733149604343,2.9412499224456057
2009-04-13,1.5179147216233213,1.6617428853411376,1.8577126372894686,1.965105235889391,2.349284736088753,2.646514442872629,3.024455314673708
2009-04-14,1.5069746964460369,1.6409323174123527,1.8372153662564406,1.944295564735501,2.3261703974904364,2.6097151194029964,2.9827329078978697
2009-04-15,1.4830418981093099,1.6128789874852119,1.805479626029086,1.9068724847328418,2.2532166324956084,2.5196043373837846,2.8661071559030846
2009-04-16,1.4888207330065222,1.6220899307396615,1.8190499829893816,1.9435757166889998,2.314941977244615,2.601333185499832,2.9898507144986777
2009-04-17,1.487492339732089,1.6204913861238388,1.8190634876875722,1.929334261806306,2.273827317662947,2.549875318176352,2.9255314487271273
2009-04-20,1.4757068162091125,1.6114307197453444,1.8004430775063252,1.905067713172505,2.2454661257235764,2.499740505010578,2.888164764205607
2009-04-21,1.4559039375460519,1.5900589732779797,1.790079027885834,1.9131177307388723,2.2846797265282,2.554543792670639,2.937521593532615
2009-04-22,1.478479508784205,1.6176019340678174,1.8173625408723089,1.932690311417173,2.294691546422065,2.5743997913803427,2.9528730166055173
2009-04-23,1.4874981409657972,1.628539822267099,1.8273756107915937,1.9438272178908909,2.2930450353299405,2.554262116187472,2.9163057836137964
2009-04-24,1.4767702107117249,1.6140532934134535,1.8108526624084829,1.9260223106843741,2.2669998381602974,2.5278614516116114,2.8762057577090836
2009-04-27,1.4892166535405131,1.6294333647837813,1.8333422587200248,1.9590650520008093,2.3113332535374758,2.5814671038607973,2.9379541950077352
2009-04-28,1.4952365160977952,1.6341678273289943,1.838124826799996,1.9640254315726866,2.3086111246506382,2.5754196431376832,2.901255345070719
2009-04-29,1.4927307129746406,1.6338314113316892,1.8323853502360172,1.9592509651961583,2.304083644851641,2.5660952490232654,2.896074109463712
2009-04-30,1.4742986456418619,1.6107578075666042,1.8060683449275927,1.9311527962786637,2.25531046371268,2.517662240550247,2.8604045270761036
2009-05-01,1.47218707961944,1.6092705979565871,1.7982457822347264,1.9346524385545232,2.263575784151069,2.5242353279093406,2.863383516364162
2009-05-04,1.4668452066611484,1.6074825156418762,1.7952858674211978,1.9405701409072909,2.256942831332689,2.53052088351901,2.867594117546501
2009-05-05,1.457249995625199,1.5957329310573716,1.7779477736109615,1.9108776395288845,2.214327797196919,2.4593748867507474,2.7835950834066523
2009-05-06,1.4449902820291176,1.581098963977681,1.775056486191801,1.9158877996546764,2.2188003628077824,2.4703484606528683,2.8055691942177106
2009-05-07,1.4189972432786955,1.546176912504984,1.7428277659317373,1.8847654856149492,2.1698337323886454,2.402744926942196,2.6997805063056606
2009-05-08,1.41657501735992,1.541274934863456,1.7485047269778122,1.905350132703087,2.207678155812536,2.441033106465338,2.739398841660533
2009-05-11,1.4054401389866455,1.5300119332791222,1.7343116313493256,1.894676336091331,2.1975129747206967,2.434938644137643,2.7346168253497134
2009-05-12,1.41675466169207,1.5450870543383188,1.7494043434500945,1.9161500204751936,2.2279810904616775,2.4674765710469866,2.761820905980428
2009-05-13,1.4230975634108736,1.5552221985565418,1.7555571227030893,1.9344282883331543,2.2524542271098293,2.490181997530026,2.796801709419857
2009-05-14,1.4246785307383507,1.5522087601637933,1.7546154327365224,1.9441175860189315,2.24755136627243,2.5078348189454824,2.8321426935453347
2009-05-15,1.4221676622561847,1.5516628295566757,1.7494849680773528,1.9451062007689466,2.2478411677042667,2.4966314075920035,2.806311107626607
2009-05-18,1.4506501786069865,1.5880171751279428,1.8009597793425283,2.000299432430851,2.328907736188264,2.584478370503278,2.8807657717843647
2009-05-19,1.4488686486963998,1.5835694809182679,1.801190810183327,2.0002753901938926,2.321176229524829,2.5790190014417353,2.8607840998785004
2009-05-20,1.4501329688284095,1.5793761282886891,1.8010088303854968,1.9939796527430573,2.315130826812496,2.5759393689369943,2.847506293710794
2009-05-21,1.4462872584800643,1.5761785079706327,1.790321541206434,1.9838748571335738,2.319280726632684,2.5713359580229542,2.8340653179534576
2009-05-22,1.4586833298957769,1.5913554913675472,1.798559203521275,1.9872091506499845,2.3187478504190424,2.591826378911724,2.871689791206795
2009-05-25,1.443027555889957,1.5801294316540584,1.7875521286013893,1.980890359034468,2.3370969979040703,2.5925015763534325,2.8772076935661914
2009-05-26,1.4208929169964535,1.5511472736391003,1.7594864215182817,1.9532311832187343,2.313624722633474,2.6064043435975344,2.9178687982147493
2009-05-27,1.4349726205112416,1.5666566317376895,1.777578355783594,1.9741965954602858,2.3227285950941274,2.6271258331016405,2.9497202514258722
